datetime,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Call,Put,Call Comments,Put Comments,Call_v2,Put_v2,Call_v2_Comments,Put_v2_Comments
2025-07-02 09:15:00,25595.75,25608.1,25573.15,25599.85,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:16:00,25599.3,25599.65,25588.7,25597.95,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:17:00,25596.9,25601.95,25595.5,25595.5,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:18:00,25596.1,25605.4,25590.65,25595.45,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:19:00,25594.65,25599.35,25589.75,25591.95,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:20:00,25590.8,25594.55,25585.0,25592.35,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:21:00,25591.9,25598.85,25586.85,25595.0,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:22:00,25595.75,25599.95,25593.35,25599.95,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:23:00,25598.75,25604.55,25597.95,25600.5,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
2025-07-02 09:24:00,25601.4,25601.6,25586.2,25586.9,25545.666666666668,25543.733333333337,25547.6,25589.533333333336,25637.266666666663,25681.133333333335,25728.866666666665,25497.933333333334,25454.066666666666,25406.333333333332,25362.466666666664,25593.4,25501.8,0,0,,,0,0,,
