time,open,high,low,close,EMA,Up Trend,Down Trend,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,K,D,%R,%R
1750231860,24781.25,24788.8,24781.05,24788.8,24779.45305341553,NaN,24790.65640275193,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,93.13571712519384,93.13571712519384,0,-16.83899556868825
1750231920,24787.25,24794.3,24785.85,24794.3,24781.30892173859,24768.609128272983,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,100,95.42381141679589,0,-0.5908419497806091
1750231980,24793.1,24793.65,24783.35,24783.75,24781.614056521266,24768.609128272983,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,84.29399379294992,92.47657030604792,-42.0318725099597,-31.757754800592206
1750232040,24782.2,24788.2,24782.2,24786.5,24782.224799456108,24768.609128272983,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,71.71794668134885,85.33731349143291,-31.07569721115428,-23.633677991138388
1750232100,24785.9,24791.4,24785.9,24789.5,24783.134199524095,24768.609128272983,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,62.18778604274312,72.73324217234729,-19.123505976093828,-14.771048744461492
1750232160,24788.85,24792.9,24788.85,24791.65,24784.198674583582,24770.238476559905,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,70.82519556181505,68.243642761969,-10.557768924294704,-7.875185735506654
1750232220,24791.45,24795.25,24791,24794.7,24785.511340260633,24773.277128903912,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,79.66202675011294,70.89166945155704,-2.111324376196882,-1.5895953757205072
1750232280,24794,24794,24789.55,24789.7,24786.034922728053,24773.277128903912,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,77.24539546181268,75.91087259124689,-21.305182341648475,-16.040462427744238
1750232340,24789.65,24790.8,24788.35,24790.4,24786.580557387046,24773.277128903912,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,72.64059930514127,76.51600717235563,-34.15492957745279,-14.017341040458811
1750232400,24791.3,24796.45,24789.8,24795.15,24787.651737713666,24774.747951970952,NaN,24883.05,24868.225,24897.875,24952.399999999998,25051.399999999998,25120.749999999996,25219.749999999996,24784.05,24714.7,24615.7,24546.350000000002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24982.05,24813.7,NaN,NaN,NaN,NaN,70.8498631398965,73.57861930228349,-9.122807017538754,-3.6312849161991587
