Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-07-11 09:26:00,283.1,2025-07-11 09:31:00,263.28,-19.82,-7.00%,SL Hit,Call Option (Hybrid Premium),263.28,263.28,292.4
2025-07-11 11:13:00,203.2,2025-07-11 11:20:00,186.94,-16.26,-8.00%,SL Hit,Call Option (Hybrid Premium),186.94,186.94,203.2
2025-07-11 11:42:00,189.95,2025-07-11 11:57:00,186.75,-3.2,-1.68%,Williams28 Exit,Call Option (Hybrid Premium),174.75,174.75,195.5
2025-07-11 12:07:00,185.5,2025-07-11 12:53:00,184.5,-1.0,-0.54%,Williams28 Exit,Call Option (Hybrid Premium),170.66,170.66,200.5
2025-07-11 14:13:00,190.5,2025-07-11 14:20:00,175.26,-15.24,-8.00%,SL Hit,Call Option (Hybrid Premium),175.26,175.26,190.5
2025-07-11 14:42:00,182.65,2025-07-11 15:11:00,175.55,-7.1,-3.89%,Williams28 Exit,Call Option (Hybrid Premium),168.04,168.04,187.65
2025-07-11 09:49:00,73.90,2025-07-11 10:08:00,83.37,9.47,12.81%,Trailing SL,Put Option (Hybrid Premium),62.82,83.37,90.30
2025-07-11 11:15:00,130.25,2025-07-11 11:42:00,128.30,-1.95,-1.50%,Williams28 Exit,Put Option (Hybrid Premium),119.83,119.83,141.95
2025-07-11 11:58:00,131.30,2025-07-11 12:13:00,128.25,-3.05,-2.32%,Williams28 Exit,Put Option (Hybrid Premium),120.80,120.80,149.00
2025-07-11 12:49:00,121.75,2025-07-11 13:11:00,131.25,9.50,7.81%,Trailing SL,Put Option (Hybrid Premium),112.01,131.25,140.95
2025-07-11 14:09:00,129.75,2025-07-11 14:12:00,119.37,-10.38,-8.00%,SL Hit,Put Option (Hybrid Premium),119.37,119.37,135.60
2025-07-11 14:15:00,125.25,2025-07-11 14:41:00,123.60,-1.65,-1.32%,Williams28 Exit,Put Option (Hybrid Premium),115.23,115.23,134.90
2025-07-11 14:51:00,124.35,2025-07-11 14:58:00,119.60,-4.75,-3.82%,Williams28 Exit,Put Option (Hybrid Premium),114.40,114.40,126.65
