Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-11 09:18:00,187.35,2025-07-11 09:25:00,197.35,10.0,5.34%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),176.11,176.11,212.9,False
2025-07-11 10:10:00,177.4,2025-07-11 10:14:00,166.76,-10.64,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),166.76,166.76,178.0,False
2025-07-11 10:38:00,155.55,2025-07-11 10:40:00,153.2,-2.35,-1.51%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),146.22,146.22,157.0,False
2025-07-11 10:52:00,144.45,2025-07-11 10:57:00,137.1,-7.35,-5.09%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),135.78,135.78,145.8,False
2025-07-11 11:08:00,131.5,2025-07-11 11:09:00,123.61,-7.89,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),123.61,123.61,131.95,False
2025-07-11 11:12:00,132.85,2025-07-11 11:13:00,142.85,10.0,7.53%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),124.88,124.88,143.0,False
2025-07-11 11:31:00,130.0,2025-07-11 11:57:00,129.4,-0.6,-0.46%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),122.2,122.2,136.15,False
2025-07-11 12:07:00,128.45,2025-07-11 12:09:00,120.74,-7.71,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),120.74,120.74,128.9,False
2025-07-11 13:39:00,123.95,2025-07-11 13:40:00,117.15,-6.8,-5.49%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),116.51,116.51,124.0,False
2025-07-11 13:47:00,117.55,2025-07-11 13:58:00,127.55,10.0,8.51%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),110.5,117.55,128.95,False
2025-07-11 14:33:00,122.6,2025-07-11 15:10:00,121.75,-0.85,-0.69%,SL Hit,Call Option (Enhanced Hybrid Premium),115.24,121.75,127.95,False
2025-07-11 09:46:00,112.80,2025-07-11 10:00:00,122.80,10.00,8.87%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),106.03,112.80,124.70,False
2025-07-11 11:15:00,185.00,2025-07-11 11:26:00,195.00,10.00,5.41%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),173.90,185.00,198.00,False
2025-07-11 11:45:00,187.50,2025-07-11 11:46:00,182.40,-5.10,-2.72%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),176.25,176.25,188.25,False
2025-07-11 12:40:00,179.95,2025-07-11 12:43:00,169.00,-10.95,-6.09%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),169.15,169.15,180.50,False
2025-07-11 12:45:00,172.90,2025-07-11 12:53:00,182.90,10.00,5.78%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),162.53,172.90,185.85,False
2025-07-11 14:01:00,184.85,2025-07-11 14:12:00,173.05,-11.80,-6.38%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),173.76,184.85,193.90,False
2025-07-11 14:16:00,181.00,2025-07-11 14:20:00,191.00,10.00,5.52%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),170.14,170.14,192.60,False
2025-07-11 14:49:00,176.60,2025-07-11 14:58:00,175.10,-1.50,-0.85%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),166.00,166.00,183.70,False
