datetime,open,high,low,close,Call,Call_v2
2025-07-10 09:15:00,286.95,286.95,273.4,278.4,0,0
2025-07-10 09:16:00,278.3,278.3,269.9,275.35,0,0
2025-07-10 09:17:00,276.15,284.9,274.8,284.3,0,0
2025-07-10 09:18:00,281.55,284.05,271.65,272.75,0,0
2025-07-10 09:19:00,273.15,277.75,271.3,271.3,0,0
2025-07-10 09:20:00,268.6,269.0,262.55,265.0,0,0
2025-07-10 09:21:00,264.85,266.55,255.25,257.15,0,0
2025-07-10 09:22:00,258.0,260.95,256.5,257.15,0,0
2025-07-10 09:23:00,258.6,261.2,258.45,259.0,0,0
2025-07-10 09:24:00,261.0,262.75,258.0,259.0,0,0
2025-07-10 09:25:00,258.85,265.0,257.5,264.3,1,0
2025-07-10 09:26:00,263.5,265.8,257.15,265.0,0,0
2025-07-10 09:27:00,265.0,265.0,256.7,257.75,0,0
2025-07-10 09:28:00,259.65,262.35,257.75,262.35,0,0
2025-07-10 09:29:00,260.7,262.0,253.9,254.7,0,0
2025-07-10 09:30:00,254.05,259.25,253.2,254.3,0,0
2025-07-10 09:31:00,253.55,258.6,252.0,257.25,0,0
2025-07-10 09:32:00,250.0,253.6,246.4,251.7,0,0
2025-07-10 09:33:00,252.25,252.25,248.75,249.95,0,0
2025-07-10 09:34:00,248.45,253.9,248.45,253.9,0,0
2025-07-10 09:35:00,255.55,260.15,253.6,258.85,1,0
2025-07-10 09:36:00,258.8,261.15,255.0,256.1,0,0
2025-07-10 09:37:00,257.1,257.1,251.0,255.0,0,0
2025-07-10 09:38:00,254.1,254.1,245.0,247.9,0,0
2025-07-10 09:39:00,248.25,249.1,243.5,247.35,0,0
2025-07-10 09:40:00,246.95,251.2,244.4,248.95,0,0
2025-07-10 09:41:00,248.35,250.0,245.0,250.0,0,0
2025-07-10 09:42:00,250.7,252.45,249.95,252.45,1,0
2025-07-10 09:43:00,251.95,251.95,247.05,249.4,0,0
2025-07-10 09:44:00,250.0,252.0,249.0,249.0,0,0
2025-07-10 09:45:00,248.0,253.05,246.45,253.05,0,0
