time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry2,K,D,%R,%R,DI+,DI-,ADX
1752727140,98.55,100.45,95.55,96,NaN,NaN,89.23452001576892,NaN,0,100,98.30889388293367,-30.902777777777786,-26.0233918128655,41.234228364675225,10.779648510336715,15.170456718453522
1752727200,96.7,98,94,94,NaN,NaN,89.23452001576892,NaN,0,91.24528953326906,97.08176317775639,-46.07142857142859,-37.71929824561403,37.21855735066812,13.50359252925411,17.981333167715025
1752727260,93.55,97.5,93.5,97.5,NaN,NaN,89.23452001576892,NaN,0,89.37090587582874,93.53873180303265,-21.376811594202923,-17.2514619883041,33.685667516250795,13.408328712038061,20.98461747009863
1752727320,97.6,99,96.6,98.75,NaN,NaN,89.23452001576892,NaN,0,89.37090587582874,89.9957004283089,-12.318840579710168,-9.94152046783627,35.35085323997528,12.63345885992945,23.638491281403784
1752727380,99.65,99.65,96.75,97.85,NaN,NaN,89.23452001576892,NaN,0,93.4076356458018,90.71648246581981,-18.840579710144993,-15.204678362573143,34.44601414447678,11.749854133105865,27.080401520337215
1752727440,98.05,106,97.75,102.7,NaN,NaN,91.19575172411139,NaN,0,95.28201930324212,92.68685360829092,-17.8861788617886,-14.569536423841043,41.94995405357454,9.67641661552571,31.24560376409815
1752727500,102.7,104.2,101.3,101.9,NaN,NaN,92.26867655170025,NaN,0,91.32436920041077,93.33800804981827,-24.924012158054673,-18.101545253863105,39.32310559312292,9.070492707796987,35.338873578058454
1752727560,102.1,106.75,101.9,106,NaN,NaN,93.43680889653022,NaN,0,96.04234989716862,94.21624613360721,-4.451038575667657,-3.2051282051282044,40.666416789809716,8.15120059293447,39.29376084432522
1752727620,106.05,110.75,106.05,109.2,NaN,NaN,97.1756280068772,NaN,0,96.04234989716862,94.46968966491603,-8.985507246376795,-5.656934306569331,44.871571934024594,7.3640203410463245,43.620011792951914
1752727680,110.45,111.8,109.45,109.7,NaN,NaN,99.74306520618948,NaN,0,100,97.36156659811245,-11.475409836065545,-7.381370826010524,44.62990125018742,6.967388946912187,48.373890463794915
1752727740,110.5,110.7,105.6,106.35,NaN,NaN,99.74306520618948,NaN,0,84.0117888054625,93.35137956754374,-29.781420765027338,-19.156414762741658,40.070777432863196,13.967269145435182,51.52159551135781
1752727800,105.7,107.95,103.9,103.9,NaN,NaN,99.74306520618948,NaN,0,52.9500317161123,78.98727350719165,-51.973684210526244,-27.76801405975392,36.85135168058009,16.21753253943093,52.961799074802556
1752727860,103.75,106.3,103.25,106.1,NaN,NaN,99.74306520618948,NaN,0,25.525215088742783,54.16234520343924,-37.87375415282394,-20.357142857142865,34.59701501457166,16.52914830557279,52.96392394822215
1752727920,107.05,108.05,106.1,106.25,NaN,NaN,99.74306520618948,NaN,0,14.486242372015079,30.987163058956764,-39.5017793594306,-19.821428571428562,36.82589027396458,15.861084878276335,53.11321260551847
1752727980,106.25,106.4,103.6,104.45,NaN,NaN,99.74306520618948,NaN,0,12.214666128031956,17.40870786292998,-69.99999999999994,-26.24999999999998,34.65968346604264,20.180136798223685,50.81696045134355
1752728040,103.8,104.75,102.45,104,NaN,NaN,99.74306520618948,NaN,0,6.306149422068127,11.002352640705093,-78.78787878787884,-27.85714285714285,32.945350104621426,21.6550835146271,48.95434098039457
1752728100,103.6,103.65,100.7,101.7,NaN,NaN,99.74306520618948,NaN,0,-3.434289889507151e-14,6.173605183366722,-90.99099099099098,-36.07142857142855,30.606236066007042,23.882718558743107,46.76020290545166
1752728160,101.8,102.45,100.1,100.9,NaN,NaN,99.74306520618948,NaN,0,-3.345472047537138e-14,2.10204980735606,-93.16239316239306,-38.928571428571395,29.025789160708054,23.967879871557304,44.06027339941409
1752728220,100.2,103.85,100.2,102.9,NaN,NaN,99.74306520618948,NaN,0,4.8146943379727105,1.6048981126575474,-73.58490566037727,-34.165067178502845,29.767611120920183,22.06228666616315,41.61286495940796
1752728280,102.6,105.2,102.6,104.15,NaN,NaN,99.74306520618948,NaN,0,12.451516803364777,5.755403713779152,-49.05660377358478,-29.708737864077634,31.04121663019076,20.79403755345902,38.55965622628613
1752728340,105.25,107,103.65,107,NaN,NaN,99.74306520618948,NaN,0,25.914455801006515,14.393555647448002,-13.20754716981128,-18.934911242603544,32.717386469211576,19.257936009778792,35.94409772065486
1752728400,105.8,111.2,105.05,110.75,NaN,NaN,99.74306520618948,NaN,0,40.87266828021581,26.412880294862365,-4.054054054054077,-4.174950298210725,37.25097136649474,16.803775495591886,33.88847854415868
1752728460,111.3,111.3,108.25,108.6,NaN,NaN,99.74306520618948,NaN,0,46.03443581818749,37.6071866331366,-24.107142857142875,-12.723658051689876,35.0861053074687,15.732963639844938,31.47975375033249
1752728520,108.45,108.85,104.4,105.15,NaN,NaN,99.74306520618948,NaN,0,37.403693902979676,41.43693266712766,-54.91071428571419,-26.441351888667963,31.892777529735994,22.175290626752584,27.54971753226178
1752728580,104.55,104.75,101.4,101.7,NaN,NaN,99.74306520618948,NaN,0,17.63078708579764,33.68963893565493,-85.71428571428564,-41.649484536082454,29.459510338859275,26.587040842258798,24.46538566789173
1752728640,101.65,104.25,101.6,103.25,NaN,NaN,99.74306520618948,NaN,0,9.325510271053266,21.453330419943526,-71.87499999999996,-38.42696629213482,27.842879376310382,25.128040576003464,22.05423918090716
1752728700,103.8,106.15,103,106.15,NaN,NaN,99.74306520618948,NaN,0,16.748346881998373,14.568214746283092,-46.39639639639634,-25.799086757990835,29.974420971279997,23.478705553485423,20.39798237387251
1752728760,105.8,107,104.7,104.7,NaN,NaN,99.74306520618948,NaN,0,24.24655920867143,16.773472120574358,-66.66666666666667,-38.79781420765025,30.317096211480678,22.32639175386395,18.639957735730295
1752728820,105.55,105.55,102.8,103.4,NaN,NaN,99.74306520618948,NaN,0,23.07969247052164,21.358199520397147,-79.79797979797978,-45.90163934426225,28.515071978823364,25.106037696273383,17.208121322385434
1752728880,103.1,106.75,102.5,105.6,NaN,NaN,99.74306520618948,NaN,0,20.413010372902857,22.579754017365307,-57.57575757575765,-33.87978142076504,28.48988601780161,22.84596006121409,16.51641725653453
1752728940,105,107.1,105,105.85,NaN,NaN,99.74306520618948,NaN,0,23.20483278819592,22.232511877206804,-55.05050505050512,-39.14473684210527,27.94941176978175,21.801603806148012,16.5176972963171
1752729000,104.9,107.3,104.9,106.5,NaN,NaN,99.74306520618948,NaN,0,32.066198430086196,25.22801386372832,-31.543624161073797,-35.215946843853814,26.904555906032083,20.64033532683389,16.77705557191287
1752729060,106.15,106.8,104.75,105.05,NaN,NaN,99.74306520618948,NaN,0,29.12975198206965,28.13359440011725,-38.13559322033904,-48.042704626334526,25.647880876715796,20.018023963692077,16.595755314655715
1752729120,105.05,106.4,104.65,104.65,NaN,NaN,99.74306520618948,NaN,0,23.96631780981704,28.387422740657627,-46.49122807017527,-61.11111111111102,24.591895198687986,19.429104247235323,16.021417726000443
1752729180,104.6,106.5,103.8,105.85,NaN,NaN,99.74306520618948,NaN,0,21.01983726343324,24.70530235177331,-30.20833333333341,-50.85470085470086,23.01729187476279,20.200810254475353,14.637207346605283
1752729240,105.75,107.3,105.55,106.3,NaN,NaN,99.74306520618948,NaN,0,29.3364997680209,24.774218280423725,-20.833333333333346,-47.008547008547,23.988288781315205,19.33660222738447,12.702202025658448
1752729300,107,107.25,103.9,104.2,NaN,NaN,99.74306520618948,NaN,0,29.54426281274871,26.633533281400947,-64.58333333333326,-64.9572649572649,22.04412102995279,21.76128196051245,10.028147111770531
1752729360,104.65,105,102.8,104.45,NaN,NaN,99.74306520618948,NaN,0,28.298412522958245,29.05972503457595,-59.374999999999915,-61.16071428571422,20.84907712899887,23.292143985720607,9.139716371359684
1752729420,104.85,104.85,103,103.05,NaN,NaN,99.74306520618948,NaN,0,13.329844870626886,23.72417340211128,-94.44444444444444,-73.66071428571426,19.87341958757087,22.202160203940316,9.168967182929117
1752729480,103.2,103.2,100,101.4,NaN,NaN,99.74306520618948,NaN,0,7.995481256185566,16.54124621659023,-80.82191780821908,-87.61061946902649,18.27993404489587,27.93899114147818,10.295634310846049
1752729540,101.3,102.4,100.4,101.95,NaN,NaN,99.74306520618948,NaN,0,3.9868130052206308,8.437379710677694,-73.28767123287666,-82.74336283185838,17.343909524641273,26.50837433972328,10.920371316014169
1752729600,101,103,100.75,102.3,NaN,NaN,99.74306520618948,NaN,0,10.58430600580933,7.522200089071842,-68.49315068493154,-79.64601769911506,17.88848062240089,24.95993815350829,11.014980110510958
1752729660,101,101.6,99,100.95,NaN,NaN,99.74306520618948,NaN,0,10.58430600580933,8.385141672279765,-76.5060240963855,-84.14634146341461,16.377452106510994,27.331023919571436,12.350900559497179
1752729720,100.85,100.9,99.25,100.2,NaN,NaN,99.74306520618948,NaN,0,6.5974930005886705,9.255368337402444,-85.54216867469876,-90.24390243902437,15.64433076864975,26.10757617625195,13.355643288274726
1752729780,100,100,98.35,99.1,NaN,NaN,NaN,106.72838017967337,0,-2.842170943040401e-14,5.727266335465992,-91.57303370786518,-94.2084942084942,14.864522262518825,27.23116019599879,14.571378930846674
1752729840,98.35,98.75,95.5,96.75,NaN,NaN,NaN,105.00304216170603,0,-2.842170943040401e-14,2.199164333529539,-86.84210526315789,-92.0886075949367,13.458643930243705,32.14319180612023,16.55694001583862
1752729900,96.8,98.5,96.75,98.5,NaN,NaN,NaN,105.00304216170603,0,8.952068447631712,2.984022815877219,-67.91443850267378,-81.0126582278481,12.823706983769714,30.626776024479412,18.603002639256975
1752729960,97.7,99.1,97.7,98.55,NaN,NaN,NaN,105.00304216170603,0,18.154612209349676,9.035560218993787,-60.38961038961044,-80.69620253164558,13.996729927307495,29.43057885560477,20.303822833695758
1752730020,98.1,98.3,97.35,97.7,NaN,NaN,NaN,104.73134273588369,0,24.385708650681437,17.164129769220942,-70.66666666666664,-86.0759493670886,13.509668135469818,29.421395171680075,22.485718053972164
1752730080,97.65,97.7,94.55,94.55,NaN,NaN,NaN,103.28570846229533,0,15.433640203049697,19.3246536876936,-100,-100,12.299720150243807,34.74740122068616,25.126891919038734
1752730140,95.1,98.6,95.1,98.5,NaN,NaN,NaN,103.28570846229533,0,27.117722450078436,22.312357101269857,-43.971631205673695,-72.37762237762236,13.394439530500248,30.913826457597416,27.90504187585955
1752730200,98.05,99.35,96,99.25,NaN,NaN,NaN,103.28570846229533,0,50.430177670804575,30.993846774644236,-25.98425196850399,-63.137254901960766,14.199221715961876,28.147543654397637,29.86244759819527
1752730260,99.3,100.4,98,98.55,NaN,NaN,NaN,103.28570846229533,0,78.87033835201662,52.13941282429988,-31.623931623931725,-68.62745098039215,16.107625532439734,26.329761421449,31.18765550004029
1752730320,98.95,99.75,98.2,98.2,NaN,NaN,NaN,103.28570846229533,0,84.56881091824066,71.28977564702062,-37.6068376068376,-71.3725490196078,15.415226575117888,25.197955909952054,31.41544708553781
1752730380,98.35,100.85,98.35,100.15,NaN,NaN,NaN,103.28570846229533,0,88.3585925895161,83.93258061992447,-11.111111111110935,-56.07843137254895,17.32898901939088,23.34992500495253,30.979920907074607
1752730440,100.35,101.15,100,101.15,NaN,NaN,NaN,103.28570846229533,0,93.25176524163741,88.7263895831314,0,-48.23529411764699,17.619222671708346,22.576122862650834,30.68196364164311
1752730500,101,101.4,99.95,100.25,NaN,NaN,NaN,103.28570846229533,0,95.82552518032129,92.47862767049162,-16.788321167883275,-55.294117647058805,17.60295237928916,21.6039736647896,29.620846706321423
1752730560,100.5,101.45,100.15,100.45,NaN,NaN,NaN,103.28570846229533,0,92.61035902452556,93.8958831488281,-14.492753623188394,-53.72549019607839,17.053828951417344,20.741618368541925,28.527754622964427
1752730620,100.65,100.65,99.25,99.5,NaN,NaN,NaN,103.28570846229533,0,84.78584840795297,91.07391087093328,-30.708661417322837,-61.176470588235276,16.29927507976365,22.668245301154126,27.596815687509576
1752730680,99.7,101,99.4,99.45,NaN,NaN,NaN,103.28570846229533,0,80.88934273383389,86.0951833887708,-36.697247706422,-61.56862745098035,16.587225618794527,21.4975753798921,25.59109885208838
1752730740,99.9,102.5,99.9,102,NaN,NaN,NaN,103.28570846229533,0,84.10450888962963,83.25990001047217,-11.11111111111111,-41.56862745098037,19.711466116984916,19.436906373932715,22.71453420659375
1752730800,102,105,101.75,101.75,NaN,NaN,NaN,103.28570846229533,0,90.71083517739243,85.23489560028531,-47.79411764705884,-43.52941176470586,25.381017914353677,17.51074932442898,21.486650958744317
1752730860,101.65,101.65,93.5,93.5,NaN,NaN,NaN,103.28570846229533,0,69.65785673908884,81.49106693537031,-100,-100,19.970794834012427,35.09417522921282,20.801020698302267
1752730920,93.5,94.3,88.15,88.15,NaN,NaN,NaN,100.80794831706581,0,36.32452340575551,65.56440510741227,-100,-100,17.05266708002778,42.67745393694287,20.457289174564668
1752730980,88.25,92.3,88.25,90.95,NaN,NaN,NaN,100.14465348535923,0,13.151780228458188,39.71138679110086,-83.38278931750743,-83.38278931750743,15.415734347332414,38.5807269575426,20.69737308698398
1752731040,91.5,92.3,91.35,91.6,NaN,NaN,NaN,100.14465348535923,0,19.85102573166162,23.109109788625105,-79.52522255192883,-79.52522255192883,14.914190886764331,37.32552166705532,21.408987724165645
1752731100,92,93.45,91.7,92.9,NaN,NaN,NaN,100.14465348535923,0,34.68856827017584,22.56379141009855,-71.81008902077151,-71.81008902077151,17.07881812934387,35.615483355080826,22.20114273898357
1752731160,92.65,92.9,90.6,91.4,NaN,NaN,NaN,100.14465348535923,0,37.64653306190198,30.728709021246477,-80.71216617210682,-80.71216617210682,16.091756654471432,36.3211888850913,23.23747702420335
1752731220,91.6,91.6,89.35,89.85,NaN,NaN,NaN,98.99127465174419,0,35.74461961669969,36.0265736495925,-89.91097922848671,-89.91097922848671,15.168207501097775,37.42510087155859,25.203030343215907
1752731280,89.7,90.9,87.55,87.7,NaN,NaN,NaN,97.89464718656977,0,26.18852146924983,33.1932247159505,-99.14040114613178,-99.14040114613178,13.889988102643395,38.79922206323132,27.69901266797852
1752731340,87.05,87.6,86.7,87.55,NaN,NaN,NaN,95.2526824679128,0,19.314454230613894,27.082531772187803,-94.31438127090306,-95.35519125683062,13.523631233337335,40.01779563142593,30.504627094168722
1752731400,87.65,88.6,86.85,88.4,NaN,NaN,NaN,95.2526824679128,0,18.44167941705038,21.31488503897137,-77.63157894736835,-90.71038251366119,15.589176400841213,38.12279262169555,32.80430272596177
1752731460,88.5,88.9,87.45,88.85,NaN,NaN,NaN,95.2526824679128,0,22.96687917021893,20.241004272627734,-68.14814814814828,-88.25136612021862,15.795956437913599,36.577245071227956,34.471083869220095
1752731520,88.6,88.75,86.4,88.2,NaN,NaN,NaN,95.03360551910843,0,26.34492183514797,22.584493474139094,-74.46808510638301,-90.32258064516131,14.710743289843267,37.008686350051384,36.62966105009472
1752731580,88,88.6,86.4,86.6,NaN,NaN,NaN,94.87274496719758,0,23.44409772447094,24.25196624327928,-97.16312056737605,-98.92473118279575,13.794291154042309,34.70311354652695,39.65908604104278
1752731640,86.8,87.8,85.65,87.7,NaN,NaN,NaN,94.00547047047782,0,35.13790444660268,28.30897466874053,-71.72413793103452,-89.40568475452199,12.945511706339886,34.714226537668054,41.6109528802058
1752731700,87.15,87.6,86.2,87.5,NaN,NaN,NaN,93.90242342343004,0,47.18940094103386,35.257134370702495,-68.90756302521012,-90.43927648578814,12.373474072157451,33.18027064070991,42.91171426937315
1752731760,87.25,87.25,86.15,86.75,NaN,NaN,NaN,93.40718108108703,0,49.75018572837404,44.025830372003526,-79.04761904761915,-94.3152454780362,11.86530135399237,31.96968200123804,43.12334533393109
1752731820,86.5,87.1,85.1,85.45,NaN,NaN,NaN,92.73646297297833,0,28.249734862009376,41.72977384380576,-90.78947368421034,-98.24120603015072,11.135648764921578,33.2321867818017,43.616353209189604
