Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-07-09 09:49:00,135.9,2025-07-09 10:28:00,171.07,35.17,25.88%,Trailing SL,Call Option (Hybrid Premium),125.03,171.07,180.55
2025-07-09 10:50:00,174.0,2025-07-09 10:59:00,166.6,-7.4,-4.25%,Williams28 Exit,Call Option (Hybrid Premium),160.08,160.08,175.3
2025-07-09 11:07:00,169.35,2025-07-09 11:17:00,181.35,12.0,7.09%,Quick TP,Call Option (Hybrid Premium),155.8,155.8,189.95
2025-07-09 12:07:00,168.5,2025-07-09 12:32:00,177.0,8.5,5.04%,Williams9 Exit,Call Option (Hybrid Premium),155.02,155.02,182.4
2025-07-09 12:50:00,175.45,2025-07-09 13:03:00,166.4,-9.05,-5.16%,Williams28 Exit,Call Option (Hybrid Premium),161.41,161.41,177.85
2025-07-09 13:12:00,166.2,2025-07-09 13:43:00,164.6,-1.6,-0.96%,Williams28 Exit,Call Option (Hybrid Premium),152.9,152.9,174.65
2025-07-09 13:58:00,169.3,2025-07-09 14:05:00,163.4,-5.9,-3.48%,Williams28 Exit,Call Option (Hybrid Premium),155.76,155.76,173.6
2025-07-09 14:14:00,167.05,2025-07-09 14:16:00,163.0,-4.05,-2.42%,Williams28 Exit,Call Option (Hybrid Premium),153.69,153.69,173.0
2025-07-09 15:00:00,128.0,2025-07-09 15:27:00,122.85,-5.15,-4.02%,Williams28 Exit,Call Option (Hybrid Premium),117.76,117.76,136.5
2025-07-09 10:30:00,101.40,2025-07-09 11:13:00,96.45,-4.95,-4.88%,Williams28 Exit,Put Option (Hybrid Premium),93.29,93.29,104.85
2025-07-09 11:40:00,89.45,2025-07-09 11:53:00,96.95,7.50,8.38%,Trailing SL,Put Option (Hybrid Premium),76.03,96.95,103.30
2025-07-09 12:43:00,88.70,2025-07-09 12:48:00,92.17,3.47,3.91%,Trailing SL,Put Option (Hybrid Premium),75.39,92.17,97.60
2025-07-09 13:37:00,96.20,2025-07-09 13:59:00,91.60,-4.60,-4.78%,Williams28 Exit,Put Option (Hybrid Premium),81.77,81.77,98.60
