datetime,open,high,low,close,Put,Put_v2
2025-06-25 09:15:00,105.0,122.45,100.0,117.9,0,0
2025-06-25 09:16:00,115.8,132.0,115.8,123.95,0,0
2025-06-25 09:17:00,122.85,125.6,108.3,110.9,0,0
2025-06-25 09:18:00,109.8,116.15,105.65,116.15,0,0
2025-06-25 09:19:00,115.5,116.8,107.1,108.8,0,0
2025-06-25 09:20:00,104.7,109.3,104.7,104.85,0,0
2025-06-25 09:21:00,104.2,104.85,97.5,101.0,0,0
2025-06-25 09:22:00,100.1,102.25,98.45,99.85,0,0
2025-06-25 09:23:00,99.85,106.9,99.85,106.35,0,0
2025-06-25 09:24:00,106.15,118.85,105.35,109.1,0,0
2025-06-25 09:25:00,108.05,108.5,95.5,97.35,0,0
2025-06-25 09:26:00,98.35,98.5,96.15,96.95,0,0
2025-06-25 09:27:00,97.1,97.1,93.0,96.45,0,0
2025-06-25 09:28:00,97.45,104.4,97.45,103.0,0,0
2025-06-25 09:29:00,102.3,106.1,99.65,100.4,0,0
2025-06-25 09:30:00,100.05,102.4,93.45,95.55,0,0
2025-06-25 09:31:00,94.85,97.5,89.5,91.75,0,0
2025-06-25 09:32:00,90.9,90.9,85.3,88.55,0,0
2025-06-25 09:33:00,87.7,91.6,87.7,91.0,0,0
2025-06-25 09:34:00,91.25,93.0,86.35,87.1,0,0
2025-06-25 09:35:00,87.6,90.35,87.1,90.35,0,0
2025-06-25 09:36:00,89.45,89.75,85.95,88.75,0,0
2025-06-25 09:37:00,87.95,87.95,82.35,82.85,0,0
2025-06-25 09:38:00,82.05,89.3,81.65,88.25,0,0
2025-06-25 09:39:00,87.9,91.65,87.65,91.65,0,0
2025-06-25 09:40:00,91.7,92.95,84.9,86.3,0,0
2025-06-25 09:41:00,86.35,86.35,80.05,81.5,0,0
2025-06-25 09:42:00,82.0,84.05,79.75,84.05,0,0
2025-06-25 09:43:00,83.8,84.35,82.2,82.7,0,0
2025-06-25 09:44:00,83.35,84.0,80.95,81.45,0,0
2025-06-25 09:45:00,81.45,82.2,78.0,80.65,0,0
2025-06-25 09:46:00,81.4,82.4,80.0,81.7,0,0
2025-06-25 09:47:00,82.1,82.7,80.55,82.4,0,0
2025-06-25 09:48:00,82.25,82.85,80.8,80.8,0,0
2025-06-25 09:49:00,81.05,92.55,79.05,89.15,1,0
2025-06-25 09:50:00,89.05,91.25,87.25,87.25,0,0
2025-06-25 09:51:00,85.4,85.4,78.5,78.5,0,0
2025-06-25 09:52:00,77.45,81.4,77.45,78.75,0,0
2025-06-25 09:53:00,78.15,81.05,78.15,80.6,0,0
2025-06-25 09:54:00,80.7,85.5,80.45,84.7,1,0
2025-06-25 09:55:00,85.0,85.0,80.95,82.8,0,0
2025-06-25 09:56:00,82.8,86.35,82.45,85.7,1,0
2025-06-25 09:57:00,85.7,87.6,84.05,85.5,0,0
2025-06-25 09:58:00,84.8,84.9,81.4,81.6,0,0
2025-06-25 09:59:00,82.7,85.55,79.75,80.25,0,0
2025-06-25 10:00:00,79.65,82.5,78.65,79.3,0,0
2025-06-25 10:01:00,79.95,81.7,78.75,79.5,0,0
2025-06-25 10:02:00,79.4,79.4,76.8,78.25,0,0
2025-06-25 10:03:00,78.4,85.3,77.9,83.7,1,0
2025-06-25 10:04:00,84.0,84.95,82.65,84.15,0,0
2025-06-25 10:05:00,83.9,84.15,82.3,83.35,0,0
2025-06-25 10:06:00,82.55,85.6,81.05,84.4,0,0
2025-06-25 10:07:00,83.85,84.9,81.5,84.9,0,1
2025-06-25 10:08:00,84.85,89.8,83.65,85.45,0,0
2025-06-25 10:09:00,86.05,87.25,83.0,83.0,0,0
2025-06-25 10:10:00,83.0,88.95,81.85,87.5,0,0
2025-06-25 10:11:00,87.8,90.0,87.2,88.9,0,0
2025-06-25 10:12:00,88.3,88.65,83.55,84.2,0,0
2025-06-25 10:13:00,85.05,88.65,84.65,88.4,0,0
2025-06-25 10:14:00,87.7,90.0,87.0,88.7,0,0
2025-06-25 10:15:00,88.85,89.65,87.1,88.5,0,0
2025-06-25 10:16:00,88.0,89.6,83.5,84.55,0,0
2025-06-25 10:17:00,83.8,83.8,79.65,80.25,0,0
2025-06-25 10:18:00,79.6,80.95,77.85,80.5,0,0
2025-06-25 10:19:00,80.15,81.3,79.4,80.25,0,0
2025-06-25 10:20:00,79.65,81.05,77.1,77.1,0,0
2025-06-25 10:21:00,77.6,82.0,77.6,79.75,0,0
2025-06-25 10:22:00,80.05,80.8,78.35,78.35,0,0
2025-06-25 10:23:00,78.4,78.75,74.25,76.7,0,0
2025-06-25 10:24:00,76.25,77.4,73.65,73.9,0,0
2025-06-25 10:25:00,74.3,76.0,72.8,75.1,0,0
2025-06-25 10:26:00,74.95,76.6,74.8,75.9,0,0
2025-06-25 10:27:00,75.5,76.1,73.75,75.3,0,0
2025-06-25 10:28:00,75.25,78.7,75.25,78.1,1,0
2025-06-25 10:29:00,78.05,78.25,76.9,77.45,0,0
2025-06-25 10:30:00,77.65,78.7,76.65,78.1,0,0
2025-06-25 10:31:00,77.9,78.6,76.8,77.4,0,0
2025-06-25 10:32:00,77.9,78.2,75.1,75.1,0,0
2025-06-25 10:33:00,75.0,76.5,74.4,76.15,0,0
2025-06-25 10:34:00,76.0,77.55,75.8,76.45,0,0
2025-06-25 10:35:00,76.5,77.0,74.15,74.4,0,0
2025-06-25 10:36:00,74.6,75.3,73.85,74.4,0,0
2025-06-25 10:37:00,74.15,74.3,71.0,73.6,0,0
2025-06-25 10:38:00,73.5,74.0,71.1,71.5,0,0
2025-06-25 10:39:00,71.65,74.0,71.65,74.0,0,0
2025-06-25 10:40:00,74.0,74.5,71.5,72.25,0,0
2025-06-25 10:41:00,72.45,72.65,71.75,72.35,0,0
2025-06-25 10:42:00,72.4,74.85,72.15,74.6,0,0
2025-06-25 10:43:00,74.5,77.15,74.25,76.5,1,0
2025-06-25 10:44:00,76.0,79.1,76.0,78.8,0,1
2025-06-25 10:45:00,78.45,82.85,78.2,80.85,0,0
2025-06-25 10:46:00,80.5,80.9,77.7,79.25,0,0
2025-06-25 10:47:00,76.65,77.95,74.55,77.3,0,0
2025-06-25 10:48:00,77.35,78.65,76.7,77.8,0,0
2025-06-25 10:49:00,77.45,78.7,77.45,78.15,0,0
2025-06-25 10:50:00,77.55,78.85,76.2,76.75,0,0
2025-06-25 10:51:00,76.45,76.45,73.8,73.85,0,0
2025-06-25 10:52:00,73.7,74.2,69.15,70.35,0,0
2025-06-25 10:53:00,70.25,71.0,66.05,67.7,0,0
2025-06-25 10:54:00,67.95,69.2,67.75,68.4,0,0
2025-06-25 10:55:00,68.6,68.6,67.15,67.75,0,0
2025-06-25 10:56:00,68.4,72.45,68.4,72.45,1,0
2025-06-25 10:57:00,72.9,72.9,71.45,71.85,0,0
2025-06-25 10:58:00,71.75,72.0,70.95,71.5,0,0
2025-06-25 10:59:00,71.1,71.9,70.4,71.4,0,0
2025-06-25 11:00:00,71.0,72.45,69.05,69.65,0,0
2025-06-25 11:01:00,70.0,70.85,69.15,70.0,0,0
2025-06-25 11:02:00,69.1,69.5,67.8,68.8,0,0
2025-06-25 11:03:00,68.6,69.65,68.1,68.7,0,0
2025-06-25 11:04:00,68.5,69.25,68.15,68.7,0,0
2025-06-25 11:05:00,69.0,69.0,66.3,67.55,0,0
2025-06-25 11:06:00,67.55,68.3,66.4,66.4,0,0
2025-06-25 11:07:00,66.25,68.2,66.25,67.05,0,0
2025-06-25 11:08:00,67.25,67.35,65.3,67.35,0,0
2025-06-25 11:09:00,67.3,68.55,66.8,67.85,0,0
2025-06-25 11:10:00,67.8,68.8,67.2,68.75,0,0
2025-06-25 11:11:00,68.95,71.9,68.95,71.0,1,0
2025-06-25 11:12:00,70.8,75.9,70.65,74.2,0,1
2025-06-25 11:13:00,74.15,74.8,72.75,73.75,0,0
2025-06-25 11:14:00,73.65,74.45,72.7,74.1,0,0
2025-06-25 11:15:00,74.1,75.65,72.6,75.2,0,0
2025-06-25 11:16:00,75.05,75.6,71.7,71.7,0,0
2025-06-25 11:17:00,72.25,73.4,71.1,72.35,0,0
2025-06-25 11:18:00,72.4,72.4,69.45,71.5,0,0
2025-06-25 11:19:00,71.25,71.7,67.3,69.0,0,0
2025-06-25 11:20:00,69.0,69.7,68.1,69.4,0,0
2025-06-25 11:21:00,69.35,69.95,65.95,65.95,0,0
2025-06-25 11:22:00,65.7,66.6,64.35,66.45,0,0
2025-06-25 11:23:00,66.3,68.3,66.3,66.7,0,0
2025-06-25 11:24:00,66.6,66.95,65.85,65.85,0,0
2025-06-25 11:25:00,66.0,67.05,65.8,66.1,0,0
2025-06-25 11:26:00,65.85,66.35,64.3,64.95,0,0
2025-06-25 11:27:00,65.4,66.6,63.5,64.0,0,0
2025-06-25 11:28:00,63.95,64.75,63.75,64.5,0,0
2025-06-25 11:29:00,65.45,66.2,65.25,65.95,0,0
2025-06-25 11:30:00,65.7,66.25,63.65,65.3,0,0
2025-06-25 11:31:00,65.3,65.6,63.0,63.7,0,0
2025-06-25 11:32:00,63.6,65.3,63.35,64.8,0,0
2025-06-25 11:33:00,64.3,65.55,64.3,65.55,0,0
2025-06-25 11:34:00,65.75,66.3,65.1,66.2,1,0
