time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,EMA,Up Trend,Down Trend,K,D,%R,%R
1750667100,229,230.35,227.5,230.25,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,77.19513558643452,77.11798911514597,-48.497854077253244,-43.41801385681295
1750667160,230.1,230.1,226.05,227.95,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,65.55174821164799,75.29554810480998,-64.59330143540677,-54.04157043879915
1750667220,228.9,234.55,228.9,232,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.33596791567096,71.69428390458451,-25.8373205741626,-35.3348729792148
1750667280,231.4,234.4,230.3,231.45,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,78.72221189996414,72.20330934242772,-30.097087378640964,-37.87528868360284
1750667340,231.6,233.55,229.9,229.9,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,88.43937729956963,79.8325190384016,-45.14563106796117,-53.57142857142852
1750667400,228.95,229.05,221.25,225.6,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,62.01305744719773,76.39154888224387,-67.29323308270683,-76.35869565217395
1750667460,224.75,225.25,210.15,214.8,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,31.057651182610936,60.503361976459466,-80.94262295081965,-84.2372881355932
1750667520,215,216.15,207.05,207.45,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.907013480961415,33.32590737025673,-98.54545454545463,-98.77300613496939
1750667580,209,214.25,208.75,212.2,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.682477960833813,16.215714208135427,-81.27272727272735,-84.20245398773014
1750667640,211.75,213.9,203.05,204.8,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14.542265530645968,10.710585657480436,-94.44444444444444,-94.74474474474474
1750667700,204.3,210.8,198.25,209.35,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27.51243571687279,17.57905973611756,-69.42148760330582,-70.51792828685261
1750667760,209.75,212.5,208.95,209.05,275.3833333333333,237.31666666666666,313.45,363.3666666666667,527.4833333333333,615.4666666666667,779.5833333333334,111.26666666666665,23.28333333333333,-140.83333333333334,-228.81666666666666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,439.5,187.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.49409724014079,23.849599495886554,-70.12448132780081,-71.31474103585656
