time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,EMA,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1752637500,25218.95,25218.95,25158.5,25168.75,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25206.301507896304,,25225.662007274008,10.525351122469232,39.833916647214885,-84.5980465815175,-84.5980465815175,2025-07-16 09:15:00
1752637560,25170.85,25187.95,25165.5,25176.45,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25202.570069409267,,25216.70330654661,11.122420598999518,21.575102293019285,-73.02779864763197,-73.02779864763197,2025-07-16 09:16:00
1752637620,25177.35,25177.75,25156.9,25175.5,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25199.18631073311,,25209.560475891947,7.403974794871569,9.68391550544679,-72.70726338958306,-72.70726338958306,2025-07-16 09:17:00
1752637680,25173.8,25174.4,25157.85,25164.4,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25194.838021891468,,25209.43192830275,7.994170775151052,8.840188723007396,-88.9948642699923,-88.9948642699923,2025-07-16 09:18:00
1752637740,25165.7,25165.7,25157.35,25159.75,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25190.452019155033,,25203.00623547248,4.156196308028007,6.518113959350226,-95.81804842259922,-95.81804842259922,2025-07-16 09:19:00
1752637800,25159.7,25159.7,25145.3,25157.0,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25186.270516760655,,25194.16811192523,0.5901959802794915,4.2468543544862,-85.32915360501477,-85.32915360501477,2025-07-16 09:20:00
1752637860,25157.65,25163.35,25149.3,25155.15,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25182.380452165573,,25194.16811192523,7.771561172376096e-15,1.5821307627691852,-87.40409207160857,-87.64890282131388,2025-07-16 09:21:00
1752637920,25154.65,25154.8,25141.55,25148.1,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25178.095395644876,,25189.799670659435,7.771561172376096e-15,0.1967319934265188,-91.724573594442,-92.15568862275536,2025-07-16 09:22:00
1752637980,25148.7,25149.3,25139.05,25148.45,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25174.389721189265,,25184.71220359349,0.2043122068218922,0.0681040689406527,-88.23529411764545,-89.06976744185877,2025-07-16 09:23:00
1752638040,25148.4,25149.3,25142.05,25147.8,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25171.066006040608,,25184.333483234142,0.2611926133551646,0.1551682733923716,-82.10633946830319,-89.82558139534883,2025-07-16 09:24:00
1752638100,25146.75,25146.75,25138.1,25143.8,25176.483333333337,25166.825,25186.141666666663,25264.516666666663,25333.233333333337,25421.266666666663,25489.983333333337,25107.766666666663,25019.733333333337,24951.016666666663,24862.983333333337,25245.2,25088.45,25167.65775528553,,25180.12763491073,0.2611926133551646,0.2422324778440905,-85.62421185371875,-93.44450833812458,2025-07-16 09:25:00
