date,type,comments,entry_time,exit_time,entry_price,exit_price,stop_loss_price,take_profit_price,pnl,exit_reason
0807,Put,Reversal Strategy v2,2025-07-08 09:48:00,2025-07-08 09:58:00,166.0,177.62,154.38,177.62,11.620000000000005,Target Profit (7%)
0807,Call,Reversal Strategy v2,2025-07-08 10:21:00,2025-07-08 10:22:00,137.7,128.06099999999998,128.06099999999998,147.339,-9.63900000000001,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 10:36:00,2025-07-08 11:03:00,133.3,123.96900000000001,123.96900000000001,142.63100000000003,-9.331000000000003,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 10:56:00,2025-07-08 11:23:00,127.1,118.20299999999999,118.20299999999999,135.997,-8.897000000000006,Stop Loss (7%)
0807,Put,Reversal Strategy v2,2025-07-08 11:02:00,2025-07-08 12:26:00,174.9,162.65699999999998,162.65699999999998,187.14300000000003,-12.243000000000023,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 11:30:00,2025-07-08 12:25:00,125.9,134.71300000000002,117.087,134.71300000000002,8.813000000000017,Target Profit (7%)
0807,Put,Reversal Strategy v2,2025-07-08 11:38:00,2025-07-08 12:25:00,178.55,166.0515,166.0515,191.04850000000002,-12.498500000000007,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 11:52:00,2025-07-08 12:23:00,123.3,131.931,114.66899999999998,131.931,8.631000000000014,Target Profit (7%)
0807,Put,Reversal Strategy v2,2025-07-08 12:42:00,2025-07-08 12:51:00,166.65,154.9845,154.9845,178.31550000000001,-11.665500000000009,Stop Loss (7%)
0807,Put,Reversal Strategy v2,2025-07-08 13:11:00,2025-07-08 14:59:00,154.4,143.59199999999998,143.59199999999998,165.20800000000003,-10.808000000000021,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 13:13:00,2025-07-08 14:11:00,137.3,127.68900000000001,127.68900000000001,146.91100000000003,-9.611000000000004,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 13:42:00,2025-07-08 14:58:00,131.65,140.86550000000003,122.4345,140.86550000000003,9.21550000000002,Target Profit (7%)
0807,Put,Reversal Strategy v2,2025-07-08 14:07:00,2025-07-08 14:58:00,155.05,144.19650000000001,144.19650000000001,165.9035,-10.853499999999997,Stop Loss (7%)
0807,Call,Reversal Strategy v2,2025-07-08 14:33:00,2025-07-08 14:57:00,129.15,138.19050000000001,120.1095,138.19050000000001,9.040500000000009,Target Profit (7%)
0807,Call,Reversal Strategy v2,2025-07-08 14:52:00,2025-07-08 14:58:00,131.0,140.17000000000002,121.83,140.17000000000002,9.170000000000016,Target Profit (7%)
