Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-06-24 10:11:00,213.9,2025-06-24 10:18:00,225.9,12.0,5.61%,Quick TP,Call Option (Hybrid Premium),196.79,196.79,242.55
2025-06-24 10:24:00,220.65,2025-06-24 10:41:00,203.0,-17.65,-8.00%,SL Hit,Call Option (Hybrid Premium),203.0,203.0,235.0
2025-06-24 11:25:00,244.25,2025-06-24 11:31:00,256.25,12.0,4.91%,Quick TP,Call Option (Hybrid Premium),224.71,224.71,263.45
2025-06-24 11:42:00,262.0,2025-06-24 12:01:00,274.0,12.0,4.58%,Quick TP,Call Option (Hybrid Premium),243.66,243.66,282.95
2025-06-24 13:58:00,165.95,2025-06-24 13:59:00,152.67,-13.28,-8.00%,SL Hit,Put Option (Hybrid Premium),152.67,152.67,168.05
2025-06-24 14:22:00,193.45,2025-06-24 14:23:00,177.97,-15.48,-8.00%,SL Hit,Put Option (Hybrid Premium),177.97,177.97,193.55
