Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-06-24 09:56:00,174.8,2025-06-24 10:08:00,195.65,20.85,11.93%,Williams9 Exit,Call Option (Hybrid Premium),160.82,191.78,215.15
2025-06-24 10:55:00,208.15,2025-06-24 11:00:00,220.15,12.0,5.77%,Quick TP,Call Option (Hybrid Premium),191.5,191.5,224.9
2025-06-24 12:49:00,226.75,2025-06-24 12:52:00,238.75,12.0,5.29%,Quick TP,Call Option (Hybrid Premium),208.61,208.61,258.45
2025-06-24 14:00:00,131.9,2025-06-24 14:03:00,121.35,-10.55,-8.00%,SL Hit,Call Option (Hybrid Premium),121.35,121.35,137.6
2025-06-24 14:16:00,117.35,2025-06-24 14:21:00,107.96,-9.39,-8.00%,SL Hit,Call Option (Hybrid Premium),107.96,107.96,119.7
2025-06-24 14:31:00,107.0,2025-06-24 14:48:00,102.45,-4.55,-4.25%,Williams28 Exit,Call Option (Hybrid Premium),98.44,98.44,120.65
2025-06-24 09:43:00,120.25,2025-06-24 09:51:00,130.55,10.30,8.57%,Trailing SL,Put Option (Hybrid Premium),110.63,130.55,165.30
2025-06-24 10:26:00,102.00,2025-06-24 10:29:00,93.84,-8.16,-8.00%,SL Hit,Put Option (Hybrid Premium),93.84,93.84,104.00
2025-06-24 10:35:00,100.75,2025-06-24 10:44:00,104.82,4.07,4.03%,Trailing SL,Put Option (Hybrid Premium),92.69,104.82,120.40
2025-06-24 11:40:00,82.90,2025-06-24 12:03:00,74.20,-8.70,-10.49%,Williams28 Exit,Put Option (Hybrid Premium),70.47,70.47,84.00
2025-06-24 12:19:00,70.00,2025-06-24 12:37:00,77.20,7.20,10.28%,Trailing SL,Put Option (Hybrid Premium),59.50,77.20,85.70
2025-06-24 13:01:00,96.10,2025-06-24 13:07:00,81.68,-14.42,-15.00%,SL Hit,Put Option (Hybrid Premium),81.68,81.68,98.95
2025-06-24 14:46:00,185.90,2025-06-24 15:06:00,197.90,12.00,6.46%,Quick TP,Put Option (Hybrid Premium),171.03,171.03,210.65
