Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-02 12:06:00,133.25,2025-07-02 12:13:00,143.25,10.00,7.50%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),125.25,125.25,143.75,False
