Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-15 09:48:00,104.85,2025-07-15 09:54:00,97.70,-7.15,-6.82%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),98.56,98.56,109.20,False
2025-07-15 10:02:00,103.05,2025-07-15 10:18:00,103.05,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),96.87,103.05,111.90,False
2025-07-15 10:27:00,101.10,2025-07-15 10:31:00,111.10,10.00,9.89%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),95.03,101.10,115.25,False
2025-07-15 11:59:00,166.80,2025-07-15 12:18:00,159.15,-7.65,-4.59%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),156.79,156.79,172.20,False
2025-07-15 12:25:00,156.45,2025-07-15 12:30:00,166.45,10.00,6.39%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),147.06,156.45,168.75,False
2025-07-15 13:02:00,165.30,2025-07-15 13:16:00,155.38,-9.92,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),155.38,155.38,173.50,True
2025-07-15 13:23:00,157.75,2025-07-15 13:24:00,152.60,-5.15,-3.26%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),148.28,148.28,157.95,False
2025-07-15 13:36:00,142.00,2025-07-15 13:38:00,133.48,-8.52,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),133.48,133.48,142.15,False
2025-07-15 13:40:00,139.50,2025-07-15 14:00:00,139.50,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),131.13,139.50,149.40,False
2025-07-15 14:09:00,134.40,2025-07-15 14:16:00,144.40,10.00,7.44%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),126.34,134.40,144.70,False
2025-07-15 14:41:00,136.55,2025-07-15 14:46:00,130.35,-6.20,-4.54%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),128.36,128.36,139.65,False
2025-07-15 14:55:00,129.50,2025-07-15 15:05:00,139.50,10.00,7.72%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),121.73,129.50,141.50,False
