datetime,open,high,low,close,Call
2025-06-27 09:15:00,144.0,191.0,144.0,183.95,0
2025-06-27 09:16:00,183.15,186.05,170.65,171.55,0
2025-06-27 09:17:00,170.9,173.55,165.1,167.55,0
2025-06-27 09:18:00,167.0,174.9,163.1,174.7,0
2025-06-27 09:19:00,173.45,173.45,169.05,172.15,0
2025-06-27 09:20:00,172.95,172.95,164.6,167.5,0
2025-06-27 09:21:00,167.55,167.9,160.1,160.1,0
2025-06-27 09:22:00,160.4,163.9,160.4,162.55,0
2025-06-27 09:23:00,163.65,165.1,161.35,162.7,0
2025-06-27 09:24:00,161.85,167.1,157.7,166.85,0
2025-06-27 09:25:00,167.2,167.2,161.7,163.65,0
2025-06-27 09:26:00,163.85,167.0,159.0,164.25,0
2025-06-27 09:27:00,164.0,164.0,154.65,155.8,0
2025-06-27 09:28:00,156.4,157.55,153.75,155.05,0
2025-06-27 09:29:00,155.2,155.2,148.75,148.75,0
2025-06-27 09:30:00,149.4,150.4,144.45,146.0,0
2025-06-27 09:31:00,146.1,148.3,144.9,145.7,0
2025-06-27 09:32:00,146.55,157.3,145.2,157.3,0
2025-06-27 09:33:00,157.95,161.35,156.25,156.25,0
2025-06-27 09:34:00,154.75,157.7,151.55,157.15,0
2025-06-27 09:35:00,158.0,161.75,154.45,161.75,0
2025-06-27 09:36:00,161.9,162.25,157.3,158.85,0
2025-06-27 09:37:00,159.1,159.5,149.4,149.4,0
2025-06-27 09:38:00,149.45,156.25,149.0,156.25,0
2025-06-27 09:39:00,156.6,158.7,151.85,154.0,0
2025-06-27 09:40:00,153.5,154.7,149.3,151.9,0
2025-06-27 09:41:00,150.8,155.9,147.9,155.9,0
2025-06-27 09:42:00,155.5,155.5,150.1,150.1,0
2025-06-27 09:43:00,151.4,151.4,146.85,149.4,0
2025-06-27 09:44:00,149.8,150.4,141.0,141.9,0
2025-06-27 09:45:00,140.9,143.45,138.65,143.45,0
2025-06-27 09:46:00,143.45,148.3,143.45,147.95,0
2025-06-27 09:47:00,147.65,149.35,142.7,143.9,0
2025-06-27 09:48:00,144.4,147.15,143.0,144.7,0
2025-06-27 09:49:00,144.6,144.6,137.6,140.95,0
2025-06-27 09:50:00,141.8,144.35,141.8,143.8,0
2025-06-27 09:51:00,143.25,143.25,139.45,142.5,0
2025-06-27 09:52:00,141.9,151.3,141.9,151.1,0
2025-06-27 09:53:00,152.4,156.15,150.45,155.0,0
2025-06-27 09:54:00,154.8,158.25,154.65,157.15,0
2025-06-27 09:55:00,156.15,156.15,150.3,152.9,0
2025-06-27 09:56:00,151.9,153.3,146.5,147.55,0
2025-06-27 09:57:00,148.05,148.35,141.15,141.15,0
2025-06-27 09:58:00,141.5,143.1,139.5,142.25,0
2025-06-27 09:59:00,141.9,142.55,140.6,141.85,0
2025-06-27 10:00:00,141.15,146.4,141.15,146.4,0
2025-06-27 10:01:00,146.0,148.95,145.1,146.55,0
2025-06-27 10:02:00,145.25,145.35,142.6,144.1,0
2025-06-27 10:03:00,144.25,148.8,144.25,146.7,0
2025-06-27 10:04:00,147.25,149.4,146.4,148.95,0
2025-06-27 10:05:00,149.4,152.0,147.9,150.25,0
2025-06-27 10:06:00,151.0,152.3,149.75,151.95,0
2025-06-27 10:07:00,152.0,152.7,149.1,150.0,0
2025-06-27 10:08:00,150.8,151.0,147.5,148.6,0
2025-06-27 10:09:00,149.85,150.65,146.95,147.7,0
2025-06-27 10:10:00,148.0,151.2,147.35,149.7,0
2025-06-27 10:11:00,149.8,152.85,149.3,151.0,0
2025-06-27 10:12:00,151.15,151.4,145.8,146.6,0
2025-06-27 10:13:00,146.85,153.85,146.85,153.85,0
2025-06-27 10:14:00,153.8,155.9,153.1,154.25,0
2025-06-27 10:15:00,154.9,162.55,154.9,160.0,0
2025-06-27 10:16:00,160.2,160.25,156.15,156.85,0
2025-06-27 10:17:00,157.5,160.9,155.7,159.95,0
2025-06-27 10:18:00,160.55,161.65,158.45,158.9,0
2025-06-27 10:19:00,159.0,161.0,155.55,156.2,0
2025-06-27 10:20:00,156.55,156.55,152.35,154.0,0
2025-06-27 10:21:00,153.55,153.55,148.4,149.9,0
2025-06-27 10:22:00,149.3,150.6,146.65,146.7,0
2025-06-27 10:23:00,146.4,147.1,145.0,145.85,0
2025-06-27 10:24:00,145.9,147.4,144.8,146.0,0
2025-06-27 10:25:00,146.1,148.3,145.3,147.3,0
2025-06-27 10:26:00,147.45,147.7,143.9,144.3,0
2025-06-27 10:27:00,143.4,144.8,141.15,141.25,0
2025-06-27 10:28:00,141.6,143.45,140.1,140.8,0
2025-06-27 10:29:00,140.75,142.5,140.6,142.25,0
2025-06-27 10:30:00,142.55,143.85,141.3,143.85,0
2025-06-27 10:31:00,144.0,150.55,144.0,150.55,0
2025-06-27 10:32:00,151.6,151.6,147.75,147.75,0
2025-06-27 10:33:00,147.7,152.75,147.0,152.6,0
2025-06-27 10:34:00,152.4,152.9,148.6,148.6,0
2025-06-27 10:35:00,148.1,148.1,141.45,142.6,0
2025-06-27 10:36:00,142.0,142.1,128.9,137.45,0
2025-06-27 10:37:00,136.9,139.9,136.9,138.6,0
2025-06-27 10:38:00,139.55,141.35,138.6,140.95,0
2025-06-27 10:39:00,141.5,144.95,140.9,142.5,0
2025-06-27 10:40:00,142.8,143.75,138.95,139.35,0
2025-06-27 10:41:00,139.75,141.0,139.25,140.8,0
2025-06-27 10:42:00,140.8,143.8,140.0,143.7,0
2025-06-27 10:43:00,143.45,145.9,143.45,145.5,0
2025-06-27 10:44:00,145.25,146.9,144.95,145.85,0
2025-06-27 10:45:00,146.6,152.25,146.6,152.25,0
2025-06-27 10:46:00,152.0,154.7,151.8,153.5,0
2025-06-27 10:47:00,152.95,155.85,152.15,154.6,0
2025-06-27 10:48:00,155.0,155.9,152.4,155.8,0
2025-06-27 10:49:00,155.6,156.35,153.65,155.5,0
2025-06-27 10:50:00,155.25,155.65,153.0,155.2,0
2025-06-27 10:51:00,155.6,160.6,154.8,158.6,0
