time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,K,D,%R,%R
1751265780,185.85,190,185.2,190,NaN,NaN,NaN,NaN,183.61776502427,NaN,178.17166513409688,NaN,NaN,NaN,76.58633170847502,54.49041732922192,0,-7.024793388429709
1751265840,189.65,190.6,187.25,188.4,NaN,NaN,NaN,NaN,184.21554439623625,NaN,179.4344986206872,NaN,NaN,NaN,91.73684645268001,73.81217164564664,-19.819819819819728,-20.247933884297435
1751265900,188.5,189.8,188,189.4,NaN,NaN,NaN,NaN,184.86360134670673,NaN,179.81854875861848,NaN,NaN,NaN,90.07763923794907,86.13360579970136,-10.909090909090805,-11.983471074380077
1751265960,189.2,195.85,189.2,194.65,NaN,NaN,NaN,NaN,186.08690117836838,NaN,182.35669388275662,NaN,NaN,NaN,90.07763923794907,90.63070830952604,-7.384615384615315,-7.0175438596490585
1751266020,194.85,195.05,191.15,194.75,NaN,NaN,NaN,NaN,187.16978853107233,NaN,182.778524494481,NaN,NaN,NaN,96.03086315804042,92.06204721131286,-6.7692307692307345,-6.432748538011665
1751266080,194.4,194.8,192.7,193.05,NaN,NaN,NaN,NaN,187.90481496468828,NaN,183.83067204503286,NaN,NaN,NaN,93.9180292163489,93.34217720411282,-17.230769230769127,-16.374269005847857
1751266140,192.6,196.65,192.6,194.6,NaN,NaN,NaN,NaN,188.74171309410224,NaN,184.48260484052958,NaN,NaN,NaN,90.83315748332468,93.594016619238,-12.312312312312377,-11.452513966480506
1751266200,195.2,196.1,191,191,NaN,NaN,NaN,NaN,189.02399895733947,NaN,184.48260484052958,NaN,NaN,NaN,75.91763964010508,86.88960877992622,-36.45161290322584,-31.564245810055887
1751266260,191.9,194.5,191.1,193,NaN,NaN,NaN,NaN,189.52099908767204,NaN,184.48260484052958,NaN,NaN,NaN,71.34284336447551,79.36454682930177,-31.877729257641924,-20.39106145251399
1751266320,193.1,195.1,193.1,193.7,NaN,NaN,NaN,NaN,190.04337420171302,NaN,184.48260484052958,NaN,NaN,NaN,65.19739788399112,70.8192936295239,-31.382978723404417,-16.48044692737439
1751266380,193.3,195,192,192.5,NaN,NaN,NaN,NaN,190.3504524264989,NaN,184.48260484052958,NaN,NaN,NaN,66.91256607020347,67.81760243955671,-47.976878612716796,-23.184357541899466
1751266440,192.6,192.8,190,192.55,NaN,NaN,NaN,NaN,190.62539587318653,NaN,184.48260484052958,NaN,NaN,NaN,63.705166667270674,65.2717102071551,-55.033557046979666,-22.905027932960856
1751266500,192.45,193.7,190.8,192.6,NaN,NaN,NaN,NaN,190.8722213890382,NaN,184.48260484052958,NaN,NaN,NaN,46.77453370954839,59.13075548234085,-60.902255639097866,-22.6256983240224
1751266560,192.55,193.75,191.3,193.05,NaN,NaN,NaN,NaN,191.14444371540844,NaN,184.48260484052958,NaN,NaN,NaN,33.817204901610026,48.09896842614304,-54.13533834586453,-20.11173184357538
1751266620,193,193.2,186.25,188.05,NaN,NaN,NaN,NaN,190.75763825098238,NaN,184.48260484052958,NaN,NaN,NaN,14.348038030490116,31.646592213882855,-82.6923076923076,-48.04469273743012
1751266680,188.2,188.5,184.55,185.15,NaN,NaN,NaN,NaN,190.0566834696096,NaN,184.48260484052958,NaN,NaN,NaN,7.175654868387703,18.446965933495964,-94.80519480519484,-64.2458100558659
1751266740,185.05,186.6,181.6,181.6,NaN,NaN,NaN,NaN,188.9995980359084,NaN,NaN,195.31878598875193,NaN,NaN,-1.0658141036401503e-14,7.17456429962595,-100,-87.75510204081637
1751266800,181.8,183.9,180.45,180.45,NaN,NaN,NaN,NaN,187.93089828141984,NaN,NaN,193.30690738987676,NaN,NaN,-1.0658141036401503e-14,2.3918849561292412,-99.99999999999999,-94.46064139941699
1751266860,179.8,179.8,175.45,177.95,NaN,NaN,NaN,NaN,186.68328599624238,NaN,NaN,189.14371665088908,NaN,NaN,-1.0658141036401503e-14,3.552713678800501e-15,-87.21227621483376,-88.20754716981133
1751266920,177.9,178.55,175.45,177.1,NaN,NaN,NaN,NaN,185.48537524671207,NaN,NaN,188.29684498580016,NaN,NaN,-1.0658141036401503e-14,3.552713678800501e-15,-90.98360655737702,-92.21698113207545
