time,open,high,low,close,EMA,EMA,Fixed Stop Loss,Supertrend Stop,Take Profit,Up Trend,Down Trend,Entry1,Entry2,SMA 21,K,D,%R,%R
1752655500,37,37.4,35.8,37.2,40.63253643640241,39.27165145815664,34.733000000000004,NaN,48.95,NaN,43.08645131428009,0,0,40.63253643640241,31.457772844934045,21.604224928016436,-76.92307692307689,-84.58498023715413
1752655560,37.05,38.95,37.05,38.6,40.37846938185211,39.13732116652531,34.733000000000004,NaN,48.95,NaN,43.08645131428009,0,0,40.37846938185211,39.03090345532786,30.507705714119464,-60.35502958579881,-73.51778656126481
1752655620,38.65,38.9,37.55,37.8,40.0561607091206,38.86985693322025,34.733000000000004,NaN,48.95,NaN,43.08645131428009,0,0,40.0561607091206,48.05738350013155,39.515353266797824,-69.82248520710064,-79.84189723320159
1752655680,37.7,37.75,34.4,35,39.42414062048052,38.0958855465762,NaN,NaN,NaN,NaN,42.64982300811019,0,0,39.42414062048052,43.582504133395936,43.55693036295179,-93.54838709677418,-95.55555555555554
1752655740,35.3,35.8,33.8,34.3,38.78362304292045,37.33670843726096,NaN,NaN,NaN,NaN,41.31734070729917,0,0,38.78362304292045,26.98495085025186,39.54161282792645,-94.41340782122904,-96.45390070921987
1752655800,34.4,35.7,34.25,35.45,38.366920162555395,36.959366749808765,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.366920162555395,21.539974104987284,30.70247636287836,-69.9999999999999,-88.29787234042549
1752655860,36.2,38.95,36.2,38.75,38.41480514223597,37.31749339984701,NaN,NaN,NaN,NaN,41.27560663656926,1,0,38.41480514223597,48.924854802218654,32.4832599191526,-3.883495145631119,-64.89361702127658
1752655920,38.95,39.6,38.4,39.05,38.49420449945647,37.66399471987761,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.49420449945647,78.96214971128347,49.808992872829805,-9.482758620689722,-60.37735849056604
1752655980,38.85,38.85,37.75,38,38.43242893702441,37.73119577590209,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.43242893702441,94.87585947099085,74.25428799483099,-27.58620689655173,-68.30188679245282
1752656040,38.1,39.5,38.1,38.45,38.43462531989636,37.87495662072167,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.43462531989636,92.5154580693724,88.78448908388225,-19.827586206896513,-64.90566037735844
1752656100,38.3,39.2,37.95,39.15,38.52404715490932,38.12996529657733,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.52404715490932,92.5154580693724,93.30225853657855,-7.758620689655216,-59.622641509433954
1752656160,39.1,40.85,38.7,39.65,38.664791260545655,38.43397223726186,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.664791260545655,97.63959859838155,94.22350491237546,-17.021276595744713,-55.849056603773576
1752656220,39.75,41.6,39.3,40,38.83169235297745,38.74717778980949,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.83169235297745,100,96.71835222258466,-20.512820512820518,-52.12355212355211
1752656280,40.05,41,39.95,39.95,38.97148080885527,38.98774223184759,36.425,NaN,50.75,NaN,41.27560663656926,0,0,38.97148080885527,99.70050175130912,99.11336678323023,-22.44897959183671,-46.98275862068961
1752656340,39.85,41.9,39.75,40.9,39.21254570774836,39.37019378547807,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.21254570774836,99.70050175130912,99.80033450087275,-17.54385964912282,-38.79310344827586
1752656400,40.75,40.75,38.7,39.55,39.25472749427982,39.40615502838246,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.25472749427982,92.38589179925505,97.26229843395777,-56.626506024096436,-50.431034482758626
1752656460,39.55,39.95,38.8,38.85,39.20413655749484,39.29492402270596,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.20413655749484,81.81146995797204,91.29928783617873,-73.49397590361441,-56.46551724137928
1752656520,38.65,39.6,38.05,39.05,39.18486948780799,39.24593921816477,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.18486948780799,72.1345585796863,82.11064011230447,-72.15189873417732,-50.47169811320755
1752656580,39.15,40.3,38.4,38.85,39.14301080183199,39.16675137453182,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.14301080183199,66.15434415430808,73.36679089732213,-77.21518987341773,-50.246305418719196
1752656640,38.95,40.75,38.95,40.75,39.34388445160299,39.48340109962545,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.34388445160299,77.02826424428197,71.77238899275879,-29.870129870129823,-29.79797979797981
1752656700,40.25,40.8,39,39.05,39.307148895152615,39.39672087970036,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.307148895152615,64.90937680881167,69.36399506913392,-74.02597402597402,-46.969696969697
1752656760,39.15,40.4,39.15,39.75,39.362505283258535,39.46737670376029,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.362505283258535,65.48463913487673,69.1407600626568,-55.844155844155786,-39.8989898989899
1752656820,39.55,40.75,39.4,39.4,39.36719212285122,39.45390136300823,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.36719212285122,45.36109798881635,58.5850379775016,-64.93506493506491,-43.434343434343454
1752656880,39.05,39.85,38.45,39.1,39.33379310749482,39.38312109040658,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.33379310749482,39.796791332363,50.2141761520187,-61.818181818181664,-40.782122905027904
1752656940,39.4,40.65,38.4,40.4,39.46706896905797,39.58649687232526,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.46706896905797,48.50643044511512,44.554773255431506,-14.545454545454493,-18.518518518518515
1752657000,40.4,40.5,39.3,39.65,39.48993534792572,39.59919749786021,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.48993534792572,50.90840964098485,46.40387713948766,-41.81818181818176,-27.77777777777777
1752657060,39.75,40,37.25,38.15,39.322443429435005,39.30935799828817,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.322443429435005,44.9351817778609,48.11667395465363,-74.64788732394369,-46.29629629629629
1752657120,38.45,38.45,36.6,36.85,39.013388000755626,38.817486398630535,36.425,NaN,50.75,NaN,41.27560663656926,0,0,39.013388000755626,15.611771383142676,37.151787600662814,-94.04761904761904,-62.345679012345634
1752657180,37.15,37.15,36.15,36.7,38.724214500661176,38.39398911890443,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.724214500661176,-4.736951571734001e-15,20.182317720334527,-88.17204301075259,-64.19753086419746
1752657240,37.3,37.6,36.9,37.15,38.52743768807853,38.145191295123546,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.52743768807853,5.150786311255369,6.92085256479935,-78.26086956521739,-58.64197530864197
1752657300,37.3,38.1,37.05,38,38.46150797706871,38.11615303609884,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.46150797706871,19.74373539286658,8.298173901373982,-59.78260869565216,-48.148148148148124
1752657360,37.7,37.8,35.45,35.75,38.12256947993512,37.64292242887907,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.12256947993512,19.74373539286658,14.879419032329508,-94.23076923076928,-75.9259259259259
1752657420,35.65,37.05,35.6,36.55,37.925998294943234,37.424337943103254,NaN,NaN,NaN,NaN,41.27560663656926,0,0,37.925998294943234,22.481674504119905,20.656381763284354,-78.84615384615394,-69.93464052287584
1752657480,36.6,37.6,36.5,37,37.81024850807533,37.3394703544826,NaN,NaN,NaN,NaN,41.27560663656926,0,0,37.81024850807533,20.877981915216598,21.03446393740103,-69.30693069306935,-75.96899224806205
1752657540,37,38.9,36.5,38.9,37.94646744456592,37.65157628358608,NaN,NaN,NaN,NaN,41.27560663656926,0,0,37.94646744456592,51.477255134667814,31.612303851334772,-24.17582417582422,-46.51162790697678
1752657600,39.15,40.45,38.55,39.55,38.14690901399518,38.03126102686886,NaN,NaN,NaN,NaN,41.27560663656926,0,0,38.14690901399518,76.92186304549244,49.75903336512562,-18.000000000000114,-36.434108527131826
1752657660,39.7,43.85,39.55,43.6,38.82854538724578,39.14500882149509,NaN,NaN,NaN,35.798245806572325,NaN,0,0,38.82854538724578,97.26593988611789,75.22168602209273,-2.9761904761904767,-2.9761904761904767
1752657720,42.9,45,42.3,43.1,39.36247721384006,39.93600705719607,NaN,NaN,NaN,37.52842122591509,NaN,0,0,39.36247721384006,97.47683890301418,90.55488061154149,-19.895287958115173,-19.895287958115173
1752657780,43,43,40.65,41.5,39.62966756211005,40.24880564575686,NaN,NaN,NaN,37.52842122591509,NaN,0,0,39.62966756211005,87.33051695873633,94.02443191595614,-36.649214659685875,-36.649214659685875
1752657840,41.8,42.8,40.45,42.4,39.9759591168463,40.67904451660549,NaN,NaN,NaN,37.52842122591509,NaN,0,0,39.9759591168463,80.20027071661204,88.33587552612084,-27.225130890052377,-27.225130890052377
1752657900,42.25,43.5,41.85,41.95,40.22271422724051,40.93323561328439,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.22271422724051,73.44183779116962,80.32420848883933,-32.44680851063827,-31.93717277486909
1752657960,42.05,42.05,38.8,39.15,40.088624948835445,40.57658849062751,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.088624948835445,62.55677541078827,72.06629463952332,-68.82352941176472,-61.25654450261783
1752658020,39.5,41.5,39.05,41.5,40.265046830231014,40.761270792502,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.265046830231014,57.03681353276986,64.34514224490925,-41.1764705882353,-36.649214659685875
1752658080,41.45,41.6,40.5,40.55,40.30066597645214,40.719016634001605,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.30066597645214,50.019767882118124,56.53778560855876,-68.99224806201552,-46.5968586387435
1752658140,40.6,40.6,38.75,39.25,40.16933272939562,40.42521330720128,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.16933272939562,50.02267917218226,52.35975352902343,-92,-60.209424083769655
1752658200,38.55,39.65,34.8,39.65,40.10441613822117,40.27017064576103,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.10441613822117,40.139986013860586,46.727477689387,-52.45098039215686,-52.45098039215686
1752658260,39.85,42.45,38.75,42.35,40.38511412094352,40.68613651660882,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.38511412094352,43.54892840421984,44.57053119675424,-13.21839080459768,-25.980392156862727
1752658320,42.05,43.9,41.05,43.9,40.82447485582558,41.328909213287055,NaN,NaN,NaN,37.52842122591509,NaN,0,0,40.82447485582558,55.57989479914719,46.42293640574255,0,-10.784313725490208
1752658380,44.35,44.35,41.85,43.65,41.17766549884738,41.79312737062964,NaN,NaN,NaN,37.52842122591509,NaN,0,0,41.17766549884738,67.41199231069442,55.51360517135382,-7.3298429319372,-13.235294117647069
1752658440,43.65,44.35,42.55,43.6,41.48045731149146,42.15450189650371,NaN,NaN,NaN,37.52842122591509,NaN,0,0,41.48045731149146,69.24025706751398,64.07738139245187,-7.853403141361253,-13.725490196078413
1752658500,43.05,43.6,41.8,43.05,41.67665014755503,42.333601517202965,NaN,NaN,NaN,37.52842122591509,NaN,0,0,41.67665014755503,65.53948021641837,67.39724319820893,-13.612565445026217,-19.11764705882355
1752658560,42.9,43.45,41.4,43.45,41.898318879110654,42.556881213762374,NaN,NaN,NaN,37.52842122591509,NaN,0,0,41.898318879110654,70.89149908360666,68.55707878917967,-9.424083769633489,-15.196078431372516
1752658620,42.9,43.8,41.75,43.8,42.13602901922182,42.805504971009896,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.13602901922182,79.38981978227741,71.94026636076747,-5.759162303664963,-11.764705882352965
1752658680,42.65,44.2,42.65,42.8,42.219025391819095,42.80440397680792,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.219025391819095,78.1931260462484,76.15814830404416,-16.230366492146633,-21.568627450980415
1752658740,43.05,45.15,42.1,42.2,42.21664721784171,42.68352318144633,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.21664721784171,63.123129029595816,73.56869161937387,-46.093749999999936,-28.50241545893715
1752658800,42.1,42.65,40.8,41.8,42.164566315611495,42.50681854515707,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.164566315611495,40.913098633958114,60.74311790326743,-77.01149425287356,-32.36714975845411
1752658860,42.05,42.9,41,42.85,42.25024552616006,42.57545483612565,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.25024552616006,40.507568286771026,48.18126531677498,-52.87356321839072,-22.222222222222193
1752658920,43,43.65,41.7,43.65,42.42521483539005,42.79036386890052,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.42521483539005,54.07583907953272,45.16550200008728,-34.482758620689644,-14.492753623188404
1752658980,44.05,44.05,43,43.35,42.540812980966294,42.90229109512042,NaN,NaN,NaN,37.52842122591509,NaN,0,0,42.540812980966294,67.051418786704,53.878275384335915,-41.37931034482751,-17.391304347826058
1752659040,43.75,44.6,43.2,44.35,42.766961358345505,43.191832876096335,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.766961358345505,79.75264461580156,66.95996749401276,-18.390804597701077,-7.729468599033788
1752659100,44.1,44.1,40.85,41.4,42.596091188552315,42.83346630087707,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.596091188552315,53.26982240608796,66.69129526953117,-86.20689655172411,-36.23188405797101
1752659160,41.5,41.5,38.25,39.7,42.23407978998328,42.206773040701655,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.23407978998328,31.734051588451432,54.918839536780304,-78.98550724637676,-52.65700483091782
1752659220,40.05,40.55,39.45,40.4,42.00481981623537,41.845418432561324,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.00481981623537,5.181855712818439,30.0619099024526,-68.84057971014494,-45.89371980676328
1752659280,40.5,42.65,40.45,42.65,42.08546733920595,42.006334746049056,NaN,NaN,NaN,37.827167374524095,NaN,0,1,42.08546733920595,25.09647921142765,20.670795504232505,-30.708661417322872,-24.154589371980673
1752659340,42.7,42.9,42.1,42.6,42.1497839218052,42.12506779683925,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.1497839218052,44.67159859083788,24.983311171694655,-31.496062992125978,-24.63768115942026
1752659400,42.5,42.8,41.05,42.2,42.15606093157955,42.1400542374714,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.15606093157955,56.2303109536979,41.99946291865447,-37.79527559055115,-28.50241545893715
1752659460,42.25,42.25,40.95,41.3,42.049053315132106,41.97204338997712,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.049053315132106,46.79809183710185,49.23333379387921,-51.96850393700793,-37.19806763285025
1752659520,41,43,40.6,42.9,42.15542165074059,42.15763471198169,NaN,NaN,NaN,37.827167374524095,NaN,0,0,42.15542165074059,48.557888365357314,50.52876371871903,-26.771653543307124,-21.739130434782606
1752659580,43.15,44.4,42.9,44.4,42.43599394439802,42.60610776958536,NaN,NaN,NaN,37.850884886622964,NaN,0,0,42.43599394439802,61.97453842941328,52.44350621062415,0,-7.246376811594202
1752659640,44.4,44.9,43.75,44,42.63149470134827,42.88488621566829,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.63149470134827,78.561887237949,63.03143801090653,-13.533834586466147,-11.111111111111097
1752659700,44.3,44.3,41.5,42,42.55255786367973,42.70790897253463,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.55255786367973,70.20138057257111,70.24593541331113,-53.21100917431195,-30.434782608695638
1752659760,41.95,42.3,40.6,41.4,42.40848813071976,42.44632717802771,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.40848813071976,49.20705659738697,65.99010813596902,-78.6516853932585,-36.23188405797101
1752659820,41.75,43,41.35,42.25,42.38867711437979,42.407061742422165,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.38867711437979,37.15793567451922,52.1887909481591,-61.6279069767442,-28.01932367149757
1752659880,42.65,43.65,42.65,42.95,42.458842475082314,42.515649393937736,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.458842475082314,45.937986559197924,44.10099294370138,-45.34883720930225,-31.88405797101444
1752659940,43.3,43.3,40.95,40.95,42.270237165697026,42.202519515150186,NaN,NaN,NaN,38.760796397960675,NaN,0,0,42.270237165697026,43.870567150527314,42.32216312808149,-91.86046511627903,-60.86956521739125
1752723900,33.9,37,26.1,30.4,40.7864575199849,39.84201561212015,NaN,NaN,NaN,NaN,41.12822352647138,0,0,40.7864575199849,28.849934882846195,39.55282953085715,-77.1276595744681,-77.42782152230973
1752723960,30.6,40.3,30.6,37.8,40.413150329986784,39.43361248969612,NaN,NaN,NaN,NaN,41.12822352647138,0,0,40.413150329986784,25.858897183210303,32.85979973886128,-37.76595744680852,-38.58267716535434
1752724020,36.3,38.25,33.6,33.6,39.561506538738435,38.26688999175689,NaN,NaN,NaN,NaN,41.12822352647138,0,0,39.561506538738435,31.510983536207288,28.73993853408794,-60.1063829787234,-60.62992125984252
1752724080,34.2,34.2,27.9,27.9,38.10381822139613,36.193511993405515,NaN,NaN,NaN,NaN,41.12822352647138,0,0,38.10381822139613,37.8163331999365,31.72873797311804,-90.10989010989012,-90.55118110236222
1752724140,29.45,31.9,28.6,30.9,37.203340943721614,35.13480959472441,NaN,NaN,NaN,NaN,41.12822352647138,1,0,37.203340943721614,31.224522041641375,33.51727959259507,-72.64957264957266,-74.80314960629923
1752724200,31.8,45,31.8,39.9,37.540423325756414,36.08784767577953,NaN,NaN,NaN,NaN,41.12822352647138,0,0,37.540423325756414,44.37648113514399,37.80577879224062,-26.98412698412699,-27.55905511811024
1752724260,40.05,40.25,36.95,39.05,37.72912041003686,36.68027814062362,NaN,NaN,NaN,NaN,41.12822352647138,0,0,37.72912041003686,62.84407615357694,46.14835977678744,-31.481481481481495,-32.02099737532809
1752724320,39.65,39.65,33.7,33.7,37.22548035878226,36.0842225124989,NaN,NaN,NaN,NaN,41.12822352647138,0,0,37.22548035878226,69.86220102879606,59.027586105839,-59.788359788359784,-59.788359788359784
1752724380,33.1,36.15,28.2,28.2,36.097295313934474,34.507378009999115,NaN,NaN,NaN,NaN,41.12822352647138,0,0,36.097295313934474,59.207460278911356,63.97124582042812,-88.8888888888889,-88.8888888888889
1752724440,28,30.7,25.1,30.3,35.37263339969267,33.66590240799929,NaN,NaN,NaN,NaN,41.12822352647138,1,0,35.37263339969267,53.37872775801194,60.81612968857311,-73.86934673366835,-73.86934673366835
1752724500,30.4,32.25,26,26,34.20105422473108,32.132721926399434,NaN,NaN,NaN,NaN,41.12822352647138,0,0,34.20105422473108,48.1631651912405,53.583117742721264,-95.47738693467338,-95.47738693467338
1752724560,25.85,28.95,24.65,28.35,33.4696724466397,31.376177541119546,NaN,NaN,NaN,NaN,41.12822352647138,0,0,33.4696724466397,51.07693928532228,50.87294407819158,-81.8181818181818,-81.8181818181818
1752724620,28.95,33.55,28.95,32.7,33.37346339080974,31.640942032895637,NaN,NaN,NaN,NaN,41.12822352647138,1,0,33.37346339080974,59.1591754286296,52.79975996839747,-60.44226044226043,-60.44226044226043
1752724680,32.65,33.05,30.7,31.7,33.16428046695852,31.65275362631651,NaN,NaN,NaN,NaN,41.12822352647138,0,0,33.16428046695852,70.7641356486675,60.3334167875398,-65.35626535626535,-65.35626535626535
1752724740,31.45,31.45,28.55,28.55,32.58749540858871,31.032202901053207,NaN,NaN,NaN,NaN,41.12822352647138,0,0,32.58749540858871,69.80849604669926,66.57726904133213,-75,-80.83538083538083
1752724800,27.1,33.75,26.95,33.1,32.65155848251512,31.445762320842565,NaN,NaN,NaN,NaN,41.12822352647138,1,0,32.65155848251512,70.48909732392066,70.35390967309581,-43.66666666666665,-58.476658476658464
1752724860,33.2,36.5,32.8,35.4,32.99511367220073,32.23660985667405,31.114,NaN,45.1,NaN,41.12822352647138,0,0,32.99511367220073,77.48757177287244,72.5950550478308,-9.28270042194094,-47.174447174447174
1752724920,34.75,35.7,31.6,33.55,33.06447446317564,32.49928788533924,31.114,NaN,45.1,NaN,41.12822352647138,0,0,33.06447446317564,87.20447745755048,78.39371551811452,-24.89451476793251,-56.265356265356274
1752724980,34.6,39.6,34.45,35.8,33.40641515527869,33.159430308271396,31.114,NaN,45.1,NaN,41.12822352647138,0,0,33.40641515527869,92.83076120909236,85.84093681317177,-25.418060200668922,-45.20884520884522
1752725040,36.5,38.45,35.9,37.75,33.94936326086885,34.077544246617116,31.114,NaN,45.1,NaN,41.12822352647138,0,0,33.94936326086885,93.58648629595281,91.20724165419857,-12.374581939799338,-35.62653562653563
1752725100,37.8,47,37.8,40.4,34.75569285326024,35.34203539729369,NaN,NaN,NaN,NaN,41.12822352647138,0,0,34.75569285326024,100,95.47241583501507,-32.91770573566085,-29.53020134228188
1752725160,40.8,44.65,40.75,42.85,35.76748124660271,36.843628317834956,NaN,NaN,NaN,27.45769430508975,NaN,0,0,35.76748124660271,100,97.86216209865093,-20.69825436408977,-18.568232662192386
1752725220,44,44,38.5,40.3,36.33404609077738,37.53490265426797,NaN,NaN,NaN,27.45769430508975,NaN,0,0,36.33404609077738,94.18993790968057,98.06331263656018,-33.41645885286784,-29.977628635346765
1752725280,40.25,41.35,36.7,40.7,36.87979032943021,38.16792212341437,NaN,NaN,NaN,27.45769430508975,NaN,0,0,36.87979032943021,89.11035575371689,94.4334312211325,-31.42144638403989,-28.187919463087237
1752725340,40.7,42.25,37.5,39.45,37.20106653825143,38.4243376987315,NaN,NaN,NaN,27.45769430508975,NaN,0,0,37.20106653825143,79.6123239444148,87.63753920260409,-49.025974025974016,-33.7807606263982
1752725400,38.6,41.1,37.15,40,37.55093322097,38.7394701589852,NaN,NaN,NaN,27.45769430508975,NaN,0,0,37.55093322097,76.6619563090938,81.79487866907516,-45.45454545454546,-31.319910514541384
1752725460,39.8,43.75,39.8,43.55,38.30081656834875,39.70157612718816,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.30081656834875,81.74153846505747,79.33860623952201,-27.49003984063748,-15.436241610738266
1752725520,43.9,43.9,34.75,37.45,38.194464497305155,39.25126090175053,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.194464497305155,73.15255622474506,77.18535033296543,-77.95918367346937,-42.72930648769574
1752725580,37,41.9,35.2,40.4,38.47015643514201,39.48100872140042,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.47015643514201,65.63101396971324,73.50836955317192,-53.87755102040817,-29.53020134228188
1752725640,39.9,41.5,36.9,36.9,38.27388688074926,38.96480697712034,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.27388688074926,33.94875471097193,57.5774416351434,-78.28282828282829,-45.19015659955257
1752725700,36.95,40.6,36.95,39.7,38.452151020655606,39.11184558169627,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.452151020655606,31.45155254467083,43.67710707511866,-46.486486486486456,-32.66219239373601
1752725760,39.9,41.05,37.2,40.9,38.75813214307365,39.46947646535702,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.75813214307365,30.92580560092196,32.10870428552157,-32.786885245901644,-27.293064876957498
1752725820,40.2,41.25,38.8,39.35,38.832115625189445,39.445581172285614,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.832115625189445,38.42453203589943,33.600630060497394,-49.72677595628413,-34.22818791946308
1752725880,40,40.35,36.65,37.85,38.70935117204076,39.126464937828494,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.70935117204076,27.772131230760024,32.3741562891938,-66.12021857923496,-40.93959731543623
1752725940,37.75,42.65,37.75,41.2,39.02068227553567,39.54117195026279,NaN,NaN,NaN,27.45769430508975,NaN,0,0,39.02068227553567,28.311486848741016,31.50271670513348,-29.508196721311432,-25.95078299776285
1752726000,40.6,42.55,36.9,38.2,38.91809699109371,39.27293756021024,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.91809699109371,21.935614273863482,26.00641078445483,-62.29508196721307,-39.37360178970916
1752726060,38.35,39,33.05,34.5,38.365834867207,38.31835004816819,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.365834867207,19.83889796158519,23.36199969472989,-84.89583333333331,-55.92841163310962
1752726120,34.5,37.3,34.5,36.55,38.138855508806124,37.96468003853455,NaN,NaN,NaN,27.45769430508975,NaN,0,0,38.138855508806124,9.823037709165103,17.19918331487125,-63.54166666666667,-46.75615212527965
1752726180,36.65,36.65,31.7,33.85,37.60274857020536,37.141744030827645,NaN,NaN,NaN,27.45769430508975,NaN,0,0,37.60274857020536,7.049109774473135,12.237015148407801,-80.36529680365295,-58.83668903803131
1752726240,33.25,37.6,32.95,34.8,37.252404998929684,36.673395224662116,NaN,NaN,NaN,27.45769430508975,NaN,0,0,37.252404998929684,10.392587213746594,9.088244899128268,-71.68949771689499,-60.84788029925188
1752726300,34.7,35.85,33.25,35.85,37.077104374063474,36.508716179729696,NaN,NaN,NaN,27.45769430508975,NaN,0,0,37.077104374063474,14.109278419454254,10.516991802557987,-62.10045662100455,-55.61097256857854
1752726360,34.85,36.5,34.45,36.45,36.99871632730554,36.49697294378376,NaN,NaN,NaN,27.45769430508975,NaN,0,1,36.99871632730554,28.20817201393639,17.570012549045746,-56.621004566210004,-52.61845386533665
