time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,EMA,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1750391100,24800.5,24869.85,24783.65,24864.85,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24785.32210778304,24757.698253331462,,33.33333333333333,11.111111111111104,-3.664345914254384,-3.664345914254384,2025-06-20 09:15:00
1750391160,24862.8,24864.15,24852.15,24862.4,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24794.95684431016,24792.19342799832,,66.03089985476473,33.121411062699345,-5.459875412236899,-5.459875412236899,2025-06-20 09:16:00
1750391220,24866.15,24874.7,24865.75,24872.7,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24804.67473877139,24807.174085198487,,99.36423318809808,66.2428221253987,-1.415428167020531,-1.415428167020531,2025-06-20 09:17:00
1750391280,24872.95,24881.5,24872.8,24875.5,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24813.527896424966,24817.76417667864,,99.36423318809808,88.25312207698694,-4.051316677920364,-4.051316677920364,2025-06-20 09:18:00
1750391340,24875.05,24875.5,24858.85,24859.7,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24819.299409371844,24817.76417667864,,95.76006631576894,98.16284423065504,-14.719783929776831,-14.719783929776831,2025-06-20 09:19:00
1750391400,24861.15,24874.35,24857.65,24860.6,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24824.461983200363,24817.76417667864,,91.63632892537778,95.5868761430816,-14.112086428090253,-14.112086428090253,2025-06-20 09:20:00
1750391460,24859.85,24862.65,24840.0,24841.15,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24826.547985300316,24817.76417667864,,82.7254306433925,90.04060862817973,-27.245104659013464,-27.245104659013464,2025-06-20 09:21:00
1750391520,24839.95,24847.95,24824.25,24827.95,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24826.723237137776,24817.76417667864,,75.23049559652264,83.19741838843096,-36.15800135043876,-36.15800135043876,2025-06-20 09:22:00
1750391580,24826.9,24837.45,24823.85,24828.85,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24826.989082495555,24817.76417667864,,67.78035630869387,75.24542751620301,-53.80684721512747,-35.55030384875218,2025-06-20 09:23:00
1750391640,24828.45,24842.8,24826.65,24840.4,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24828.665447183612,24817.76417667864,,67.16123332051605,70.05736174191087,-71.2922810060668,-27.75151924375351,2025-06-20 09:24:00
1750391700,24840.35,24851.45,24840.0,24848.2,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24831.10726628566,24817.76417667864,,70.66780328768091,68.53646430563028,-57.76235906331038,-22.48480756245753,2025-06-20 09:25:00
1750391760,24848.75,24849.05,24824.35,24824.35,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24830.262607999954,24817.76417667864,,68.8167271134194,68.88192124053877,-99.13269731136168,-38.58879135719245,2025-06-20 09:26:00
1750391820,24824.9,24826.55,24814.85,24825.85,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24829.71103199996,24817.76417667864,,65.20540000341126,68.22997680150385,-81.86314921681824,-37.57596218771235,2025-06-20 09:27:00
1750391880,24826.65,24847.1,24826.65,24843.9,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24831.484652999963,24817.76417667864,,48.81656550309861,60.94623087330975,-51.1764705882304,-25.388251181633297,2025-06-20 09:28:00
1750391940,24843.05,24843.8,24829.8,24830.2,24796.583333333332,24794.916666666664,24798.25,24859.766666666663,24926.283333333333,24989.46666666666,25055.98333333333,24730.066666666666,24666.883333333335,24600.36666666667,24537.183333333334,24863.1,24733.4,24831.32407137497,24817.76417667864,,30.540136697599937,48.187367401369926,-67.88702928870032,-34.63875759621862,2025-06-20 09:29:00
